zpid,streetAddress,city,latitude,longitude,bedrooms,bathrooms,price,yearBuilt,homeStatus,homeType,livingArea,lotSize,daysOnZillow,zestimate,rentZestimate,lastSoldPrice,dateSold,taxAssessedValue,hoaFee,propertyTaxRate
49995310,101 Great Oaks Pl,Chapel Hill,35.929775,-79.00248,3.0,3.5,924500,1998.0,OTHER,SINGLE_FAMILY,2826.0,30447.0,5053.0,924500.0,4380.0,559000.0,,,0.0,1.22
49995311,135 Nottingham Dr,Chapel Hill,35.930183,-79.00292,3.0,2.5,1017400,1995.0,OTHER,SINGLE_FAMILY,2903.0,40510.0,4046.0,1017400.0,4920.0,635000.0,,,0.0,1.22
49995312,131 Nottingham Dr,Chapel Hill,35.93033,-79.0034,3.0,2.0,900000,1997.0,RECENTLY_SOLD,SINGLE_FAMILY,2124.0,40510.0,284.0,880800.0,4367.0,900000.0,,,0.0,1.22
49995314,123 Nottingham Dr,Chapel Hill,35.930862,-79.00427,4.0,5.5,1184100,1997.0,OTHER,SINGLE_FAMILY,4787.0,49266.0,6821.0,1184100.0,5666.0,725000.0,,,0.0,1.22
49995315,104 Kinsale Dr,Chapel Hill,35.926636,-79.000015,5.0,4.0,1123200,2001.0,OTHER,SINGLE_FAMILY,3887.0,24001.0,2253.0,1123200.0,5243.0,72500.0,,,0.0,1.22
49995316,305 Nottingham Dr,Chapel Hill,35.926186,-79.00006,4.0,3.0,962100,1996.0,OTHER,SINGLE_FAMILY,2944.0,32844.0,3497.0,962100.0,4674.0,628000.0,2013-08-29,648540.0,8.0,1.22
49995317,309 Nottingham Dr,Chapel Hill,35.925777,-78.999954,4.0,5.0,1086500,1997.0,OTHER,SINGLE_FAMILY,3050.0,32408.0,3399.0,1086500.0,5221.0,660000.0,2013-12-05,697975.0,8.0,1.22
49995318,313 Nottingham Dr,Chapel Hill,35.9254,-78.99996,4.0,5.0,535000,1994.0,SOLD,SINGLE_FAMILY,3780.0,23391.0,1084.0,880000.0,4334.0,535000.0,2020-04-07,682153.0,8.0,1.22
49995319,317 Nottingham Dr,Chapel Hill,35.925087,-78.999954,4.0,4.0,1109600,2004.0,OTHER,SINGLE_FAMILY,3622.0,21780.0,1820.0,1109600.0,5323.0,795000.0,2018-04-02,765924.0,7.0,1.22
49995320,130 Nottingham Dr,Chapel Hill,35.929554,-79.003914,6.0,8.0,2413600,1998.0,OTHER,SINGLE_FAMILY,8605.0,66211.0,1752.0,2413600.0,11618.0,1653000.0,,,0.0,1.22
49995321,321 Nottingham Dr,Chapel Hill,35.924786,-78.99995,5.0,5.0,1107200,1997.0,OTHER,SINGLE_FAMILY,3908.0,21997.0,5789.0,1107200.0,5269.0,740000.0,2007-05-21,768039.0,8.0,1.22
49995323,329 Nottingham Dr,Chapel Hill,35.924183,-78.99994,4.0,4.5,1317100,2001.0,OTHER,SINGLE_FAMILY,4371.0,21736.0,5078.0,1317100.0,6304.0,875000.0,2009-05-01,867996.0,8.0,1.22
49995324,401 Nottingham Dr,Chapel Hill,35.923706,-78.99994,4.0,3.0,1017800,1998.0,OTHER,SINGLE_FAMILY,3003.0,22738.0,2009.0,1017800.0,4897.0,675000.0,2017-09-25,770125.0,8.0,1.22
49995325,405 Nottingham Dr,Chapel Hill,35.923393,-78.99993,3.0,2.5,890900,1999.0,OTHER,SINGLE_FAMILY,2954.0,22999.0,9306.0,890900.0,4234.0,86000.0,1997-10-03,643352.0,8.0,1.22
49995326,409 Nottingham Dr,Chapel Hill,35.923077,-78.99993,4.0,3.5,994100,1997.0,OTHER,SINGLE_FAMILY,3104.0,22999.0,6102.0,994100.0,4732.0,710000.0,2006-07-12,660613.0,7.0,1.22
49995327,100 Patton Pl,Chapel Hill,35.929394,-79.00301,5.0,3.5,1212000,1994.0,OTHER,SINGLE_FAMILY,3462.0,32060.0,1647.0,1212000.0,5863.0,850000.0,,,0.0,1.22
49995328,104 Patton Pl,Chapel Hill,35.929127,-79.00348,4.0,4.0,1214300,1994.0,OTHER,SINGLE_FAMILY,3632.0,34412.0,2102.0,1214300.0,5872.0,799000.0,,,0.0,1.22
49995329,108 Patton Pl,Chapel Hill,35.9286,-79.00354,4.0,3.5,1373800,1993.0,OTHER,SINGLE_FAMILY,3788.0,36329.0,3521.0,1373800.0,6638.0,888000.0,,,0.0,1.22
49995330,105 Patton Pl,Chapel Hill,35.92854,-79.00298,5.0,6.0,1605000,2003.0,SOLD,SINGLE_FAMILY,4591.0,31145.0,660.0,1853300.0,8965.0,1605000.0,,,0.0,1.22
49995331,200 Nottingham Dr,Chapel Hill,35.928802,-79.00251,3.0,3.0,1002700,1995.0,OTHER,SINGLE_FAMILY,2781.0,33366.0,2473.0,1002700.0,4797.0,680000.0,,,0.0,1.22
49995332,100 Saint Andrews Pl,Chapel Hill,35.928158,-79.00252,4.0,4.0,825000,1994.0,SOLD,SINGLE_FAMILY,3795.0,35719.0,1057.0,1091200.0,5316.0,825000.0,,,0.0,1.22
49995336,105 Saint Andrews Pl,Chapel Hill,35.92725,-79.00297,4.0,4.0,1374600,2001.0,OTHER,SINGLE_FAMILY,4400.0,32452.0,3095.0,1374600.0,6535.0,924000.0,,,0.0,1.22
49995338,305 Lancaster Dr,Chapel Hill,35.919586,-79.00234,4.0,3.0,993200,2001.0,OTHER,SINGLE_FAMILY,3585.0,15420.0,2362.0,993200.0,4800.0,672000.0,2016-10-07,687091.0,6.0,1.22
49995339,304 Nottingham Dr,Chapel Hill,35.92692,-79.00251,5.0,9.0,2340800,2007.0,OTHER,SINGLE_FAMILY,8826.0,57934.0,1488.0,2340800.0,11170.0,1265000.0,2019-02-28,1868039.0,6.0,1.22
49995340,308 Nottingham Dr,Chapel Hill,35.926605,-79.00218,4.0,5.0,1912700,1998.0,OTHER,SINGLE_FAMILY,5800.0,49658.0,4226.0,1912700.0,9289.0,1242500.0,2011-08-31,1422945.0,6.0,1.22
49995343,320 Nottingham Dr,Chapel Hill,35.926212,-79.00116,4.0,4.0,1202800,1996.0,OTHER,SINGLE_FAMILY,3900.0,31799.0,1781.0,1202800.0,5827.0,780000.0,2018-05-11,854489.0,10.0,1.22
49995344,324 Nottingham Dr,Chapel Hill,35.925846,-79.00078,4.0,4.0,1125000,1999.0,SOLD,SINGLE_FAMILY,4090.0,25264.0,602.0,1319100.0,6384.0,1125000.0,2021-08-02,866579.0,8.0,1.22
49995345,332 Nottingham Dr,Chapel Hill,35.92504,-79.00079,5.0,4.5,765000,2000.0,SOLD,SINGLE_FAMILY,4251.0,23085.0,1056.0,1131900.0,5464.0,765000.0,2020-05-05,888447.0,8.0,1.22
49995346,336 Nottingham Dr,Chapel Hill,35.92468,-79.0008,5.0,7.0,2295000,2001.0,PENDING,SINGLE_FAMILY,6213.0,23914.0,55.0,1705300.0,11119.0,1195500.0,,,0.0,1.22
49995347,340 Nottingham Dr,Chapel Hill,35.92432,-79.00081,5.0,4.0,1173500,2001.0,OTHER,SINGLE_FAMILY,4200.0,24698.0,6849.0,1173500.0,5597.0,810500.0,2004-06-25,824564.0,8.0,1.22
49995348,404 Nottingham Dr,Chapel Hill,35.923595,-79.00082,5.0,5.5,1866800,2002.0,OTHER,SINGLE_FAMILY,7236.0,26353.0,7109.0,1866800.0,8902.0,1165000.0,2003-10-09,1472337.0,8.0,1.22
49995349,408 Nottingham Dr,Chapel Hill,35.923237,-79.00082,4.0,5.0,1160400,1992.0,OTHER,SINGLE_FAMILY,3495.0,27007.0,1798.0,1160400.0,5602.0,790000.0,2018-04-24,778679.0,85.0,1.22
49995350,200 Galway Dr,Chapel Hill,35.924892,-79.00327,3.0,2.5,1173100,1997.0,OTHER,SINGLE_FAMILY,3250.0,36982.0,3588.0,1173100.0,5549.0,725000.0,,,0.0,1.22
49995351,108 Galway Dr,Chapel Hill,35.92359,-79.00254,3.0,3.0,916500,1988.0,SOLD,SINGLE_FAMILY,3487.0,31363.0,904.0,1179000.0,5723.0,916500.0,,,0.0,1.22
49995352,112 Galway Dr,Chapel Hill,35.92391,-79.002625,5.0,4.5,916500,1990.0,SOLD,SINGLE_FAMILY,6151.0,28618.0,904.0,1537100.0,7116.0,916500.0,,,0.0,1.22
49995353,116 Galway Dr,Chapel Hill,35.924225,-79.00307,4.0,3.5,984900,1994.0,OTHER,SINGLE_FAMILY,3652.0,27137.0,7937.0,984900.0,4698.0,580000.0,,,0.0,1.22
49995354,204 New Castle Pl,Chapel Hill,35.924355,-79.00262,5.0,3.5,1658000,1992.0,OTHER,SINGLE_FAMILY,4892.0,35283.0,3207.0,1658000.0,8016.0,997000.0,,,0.0,1.22
49995357,204 Galway Dr,Chapel Hill,35.92537,-79.0034,5.0,6.5,1802600,1989.0,OTHER,SINGLE_FAMILY,5906.0,55059.0,7592.0,1802600.0,8602.0,1125000.0,,,0.0,1.22
49995358,212 Galway Dr,Chapel Hill,35.92605,-79.003975,4.0,4.5,1466200,1992.0,OTHER,SINGLE_FAMILY,4137.0,30753.0,5536.0,1466200.0,6985.0,1062500.0,,,0.0,1.22
49995359,216 Galway Dr,Chapel Hill,35.926544,-79.004166,4.0,5.0,1473300,1988.0,OTHER,SINGLE_FAMILY,3964.0,30491.0,2952.0,1473300.0,6800.0,922000.0,2015-02-25,979767.0,100.0,1.22
49995360,140 Donegal Dr,Chapel Hill,35.92177,-79.00218,4.0,2.5,1130300,1992.0,OTHER,SINGLE_FAMILY,3400.0,30491.0,4015.0,1130300.0,5405.0,730000.0,,,0.0,1.22
49995361,220 Galway Dr,Chapel Hill,35.927017,-79.004295,4.0,4.0,1327200,1988.0,OTHER,SINGLE_FAMILY,4374.0,30187.0,4991.0,1327200.0,6426.0,880000.0,,,0.0,1.22
49995362,224 Galway Dr,Chapel Hill,35.927433,-79.004295,5.0,5.0,1612400,1992.0,OTHER,SINGLE_FAMILY,5462.0,30361.0,6780.0,1612400.0,7681.0,1180000.0,,,0.0,1.22
49995363,228 Galway Dr,Chapel Hill,35.928154,-79.004776,5.0,5.5,1651100,1989.0,OTHER,SINGLE_FAMILY,5297.0,48525.0,6992.0,1651100.0,7838.0,1100000.0,,,0.0,1.22
49995365,225 Galway Dr,Chapel Hill,35.926987,-79.00499,5.0,6.0,1987400,1989.0,OTHER,SINGLE_FAMILY,5861.0,41251.0,1989.0,1987400.0,9287.0,1360000.0,,,0.0,1.22
49995366,221 Galway Dr,Chapel Hill,35.926353,-79.00498,3.0,4.0,1600000,1991.0,SOLD,SINGLE_FAMILY,4508.0,31493.0,669.0,1739800.0,8406.0,1600000.0,,,0.0,1.22
49995369,209 Galway Dr,Chapel Hill,35.925095,-79.00444,4.0,4.0,1184100,1989.0,OTHER,SINGLE_FAMILY,3421.0,30056.0,4292.0,1184100.0,5627.0,778000.0,,,0.0,1.22
49995370,205 Galway Dr,Chapel Hill,35.924763,-79.004456,4.0,4.0,1200000,1996.0,SOLD,SINGLE_FAMILY,4128.0,38768.0,467.0,1278100.0,6298.0,1200000.0,,,0.0,1.22
49995372,137 New Castle Dr,Chapel Hill,35.9244,-79.00485,4.0,6.0,1908500,2001.0,OTHER,SINGLE_FAMILY,5276.0,35109.0,7538.0,1908500.0,9099.0,1800000.0,,,0.0,1.22
49995373,133 New Castle Dr,Chapel Hill,35.92416,-79.00518,4.0,3.0,1187200,1997.0,OTHER,SINGLE_FAMILY,3463.0,35370.0,5544.0,1187200.0,5606.0,755000.0,,,0.0,1.22
49995374,129 New Castle Dr,Chapel Hill,35.923958,-79.00577,3.0,4.0,1600000,2000.0,RECENTLY_SOLD,SINGLE_FAMILY,4249.0,34412.0,77.0,1600100.0,7282.0,1600000.0,,,0.0,1.22
49995377,100 Wicklow Pl,Chapel Hill,35.92345,-79.00341,4.0,3.5,957500,1988.0,SOLD,SINGLE_FAMILY,3554.0,23478.0,640.0,1206600.0,5685.0,957500.0,,,0.0,1.22
49995379,124 New Castle Dr,Chapel Hill,35.922943,-79.00503,4.0,4.5,1422800,1988.0,OTHER,SINGLE_FAMILY,4682.0,46434.0,3320.0,1422800.0,6846.0,925000.0,,,0.0,1.22
49995381,104 Wicklow Pl,Chapel Hill,35.923237,-79.00385,4.0,3.5,1315000,2002.0,OTHER,SINGLE_FAMILY,4318.0,25700.0,7195.0,1315000.0,6267.0,975000.0,,,0.0,1.22
49995384,113 Wicklow Pl,Chapel Hill,35.92214,-79.00422,6.0,6.0,920000,1990.0,SOLD,SINGLE_FAMILY,4287.0,30056.0,919.0,1184300.0,5657.0,920000.0,,,0.0,1.22
49995385,109 Wicklow Pl,Chapel Hill,35.922173,-79.00378,4.0,4.0,917500,1994.0,OTHER,SINGLE_FAMILY,4318.0,22564.0,1373.0,917500.0,4430.0,570000.0,,,0.0,1.22
49995386,105 Wicklow Pl,Chapel Hill,35.922535,-79.00337,3.0,4.0,1171700,1988.0,OTHER,SINGLE_FAMILY,3403.0,35719.0,2967.0,1171700.0,5653.0,665000.0,,,0.0,1.22
49995390,125 Donegal Dr,Chapel Hill,35.92187,-79.003426,6.0,6.0,1184500,1991.0,SOLD,SINGLE_FAMILY,5024.0,29185.0,671.0,1417900.0,6728.0,1184500.0,,,0.0,1.22
49995391,117 Donegal Dr,Chapel Hill,35.921703,-79.0045,3.0,3.5,826600,1997.0,OTHER,SINGLE_FAMILY,2940.0,42078.0,7015.0,826600.0,3899.0,415000.0,,,0.0,1.22
49995392,105 Donegal Dr,Chapel Hill,35.922188,-79.00504,4.0,3.0,1128700,1988.0,OTHER,SINGLE_FAMILY,3123.0,56323.0,3562.0,1128700.0,5496.0,635000.0,,,0.0,1.22
49995393,103 Donegal Dr,Chapel Hill,35.922276,-79.00555,5.0,5.0,1015000,1992.0,SOLD,SINGLE_FAMILY,4245.0,25831.0,694.0,1180500.0,5736.0,1015000.0,,,0.0,1.22
49995394,104 Galway Dr,Chapel Hill,35.923195,-79.00243,4.0,3.5,1504200,1990.0,OTHER,SINGLE_FAMILY,3914.0,28749.0,3585.0,1504200.0,7296.0,975000.0,,,0.0,1.22
49995395,201 Donegal Dr,Chapel Hill,35.922653,-79.00223,4.0,3.0,1261000,1992.0,OTHER,SINGLE_FAMILY,3368.0,32234.0,1926.0,1261000.0,5785.0,825000.0,,,0.0,1.22
49995396,412 Nottingham Dr,Chapel Hill,35.922874,-79.00083,4.0,3.0,1158700,1995.0,OTHER,SINGLE_FAMILY,3315.0,28183.0,3495.0,1158700.0,5519.0,724000.0,,,0.0,1.22
49995399,421 Nottingham Dr,Chapel Hill,35.92213,-78.99991,3.0,4.5,1219700,1999.0,OTHER,SINGLE_FAMILY,4013.0,23173.0,3234.0,1219700.0,5915.0,737500.0,,,0.0,1.22
49995400,425 Nottingham Dr,Chapel Hill,35.921806,-78.999886,3.0,3.0,1003100,1994.0,OTHER,SINGLE_FAMILY,2650.0,25264.0,2386.0,1003100.0,4784.0,662000.0,2016-09-13,655572.0,7.0,1.22
49995401,429 Nottingham Dr,Chapel Hill,35.92146,-78.99973,3.0,4.0,950000,2000.0,RECENTLY_SOLD,SINGLE_FAMILY,3455.0,28314.0,244.0,924700.0,4555.0,950000.0,,,0.0,1.22
49995402,433 Nottingham Dr,Chapel Hill,35.9212,-78.99994,4.0,5.0,1400500,1997.0,OTHER,SINGLE_FAMILY,4465.0,30491.0,3612.0,1400500.0,6712.0,892500.0,2013-05-06,920661.0,7.0,1.22
49995404,424 Nottingham Dr,Chapel Hill,35.921528,-79.00084,4.0,5.0,1400000,1999.0,FOR_SALE,SINGLE_FAMILY,3989.0,30927.0,18.0,1447900.0,5713.0,675000.0,,,0.0,1.22
49995405,204 Donegal Dr,Chapel Hill,35.921974,-79.00074,4.0,6.0,1875000,1993.0,RECENTLY_SOLD,SINGLE_FAMILY,5460.0,24393.0,102.0,1868800.0,6176.0,1875000.0,,,0.0,1.22
49995406,200 Donegal Dr,Chapel Hill,35.92193,-79.00171,4.0,3.0,1524000,1991.0,OTHER,SINGLE_FAMILY,3990.0,34848.0,2022.0,1524000.0,7128.0,975000.0,,,0.0,1.22
49995407,136 Donegal Dr,Chapel Hill,35.921516,-79.002464,4.0,4.5,1136200,1992.0,OTHER,SINGLE_FAMILY,3533.0,32190.0,7600.0,1136200.0,5350.0,530000.0,,,0.0,1.22
49995409,124 Donegal Dr,Chapel Hill,35.92104,-79.003044,4.0,4.0,800000,1988.0,SOLD,SINGLE_FAMILY,3066.0,36590.0,916.0,1108500.0,5352.0,800000.0,,,0.0,1.22
49995410,303 Lancaster Dr,Chapel Hill,35.919533,-79.00259,3.0,3.5,1057200,1999.0,OTHER,SINGLE_FAMILY,3156.0,16465.0,2919.0,1057200.0,5120.0,700000.0,2015-03-30,694597.0,6.0,1.22
49995411,120 Donegal Dr,Chapel Hill,35.92087,-79.003426,3.0,5.0,1000000,1988.0,SOLD,SINGLE_FAMILY,4363.0,40075.0,1039.0,1432200.0,6951.0,1000000.0,,,0.0,1.22
49995412,116 Donegal Dr,Chapel Hill,35.9208,-79.003944,6.0,7.0,2368500,2002.0,OTHER,SINGLE_FAMILY,7409.0,45955.0,2302.0,2368500.0,11217.0,1620000.0,,,0.0,1.22
49995413,112 Donegal Dr,Chapel Hill,35.920933,-79.00449,4.0,4.0,1274300,1996.0,OTHER,SINGLE_FAMILY,3535.0,44518.0,6644.0,1274300.0,6057.0,700000.0,,,0.0,1.22
49995415,104 Donegal Dr,Chapel Hill,35.92154,-79.00567,4.0,5.0,1754300,1988.0,OTHER,SINGLE_FAMILY,5251.0,50529.0,2478.0,1754300.0,8542.0,1004000.0,,,0.0,1.22
49995417,213 Lancaster Dr,Chapel Hill,35.919872,-79.00534,5.0,5.0,1844500,1994.0,OTHER,SINGLE_FAMILY,5342.0,32190.0,1167.0,1844500.0,8964.0,1200000.0,,,0.0,1.22
49995420,208 Lancaster Dr,Chapel Hill,35.919003,-79.00562,5.0,4.0,1112500,1998.0,RECENTLY_SOLD,SINGLE_FAMILY,3239.0,30491.0,56.0,1111600.0,5435.0,1112500.0,,,0.0,1.22
49995421,204 Lancaster Dr,Chapel Hill,35.91921,-79.00597,5.0,6.0,1569300,2001.0,OTHER,SINGLE_FAMILY,5345.0,30404.0,3213.0,1569300.0,7445.0,975000.0,,,0.0,1.22
49995422,200 Lancaster Dr,Chapel Hill,35.919388,-79.00628,3.0,3.5,1024500,1996.0,OTHER,SINGLE_FAMILY,4280.0,23173.0,6605.0,1024500.0,4968.0,582500.0,,,0.0,1.22
49995423,301 Lancaster Dr,Chapel Hill,35.919495,-79.00303,4.0,3.5,1159600,1988.0,OTHER,SINGLE_FAMILY,3696.0,40772.0,6951.0,1159600.0,5491.0,635000.0,2004-03-15,844331.0,6.0,1.22
49995424,307 Lancaster Dr,Chapel Hill,35.919647,-79.002106,3.0,3.0,1025000,1992.0,RECENTLY_SOLD,SINGLE_FAMILY,2760.0,17554.0,42.0,1024600.0,5009.0,1025000.0,2023-02-13,639130.0,100.0,1.22
49995426,103 Tweed Pl,Chapel Hill,35.920006,-79.00174,3.0,2.0,862300,1994.0,OTHER,SINGLE_FAMILY,2284.0,15114.0,3559.0,862300.0,4126.0,525000.0,,,0.0,1.22
49995428,107 Tweed Pl,Chapel Hill,35.920376,-79.00138,3.0,3.5,1108600,1996.0,OTHER,SINGLE_FAMILY,3080.0,16247.0,1422.0,1108600.0,5339.0,870000.0,,,0.0,1.22
49995429,109 Tweed Pl,Chapel Hill,35.92052,-79.00118,4.0,4.0,984900,1994.0,OTHER,SINGLE_FAMILY,3315.0,18730.0,2129.0,984900.0,4766.0,650000.0,,,0.0,1.22
49995430,300 Lancaster Dr,Chapel Hill,35.91881,-79.00201,3.0,2.0,773600,1989.0,OTHER,SINGLE_FAMILY,2320.0,15681.0,3769.0,773600.0,3722.0,410000.0,2012-11-30,592190.0,6.0,1.22
49995432,115 Tweed Pl,Chapel Hill,35.92072,-79.00075,3.0,2.0,683300,1990.0,OTHER,SINGLE_FAMILY,2500.0,20560.0,6628.0,683300.0,3271.0,337500.0,,,0.0,1.22
49995434,116 Tweed Pl,Chapel Hill,35.920864,-79.00003,4.0,3.0,823100,1993.0,OTHER,SINGLE_FAMILY,3189.0,22128.0,8575.0,823100.0,3907.0,320000.0,,,0.0,1.22
49995435,112 Tweed Pl,Chapel Hill,35.920334,-78.99976,3.0,3.0,767000,1992.0,OTHER,SINGLE_FAMILY,2355.0,16857.0,5333.0,767000.0,3703.0,576000.0,,,0.0,1.22
49995436,110 Tweed Pl,Chapel Hill,35.920113,-78.99991,3.0,2.0,738000,1990.0,OTHER,SINGLE_FAMILY,2007.0,17424.0,4420.0,738000.0,3529.0,400000.0,,,0.0,1.22
49995439,102 Tweed Pl,Chapel Hill,35.9198,-79.00107,3.0,2.0,559000,1989.0,SOLD,SINGLE_FAMILY,2125.0,15028.0,889.0,726600.0,3480.0,559000.0,,,0.0,1.22
49995440,100 Tweed Pl,Chapel Hill,35.919563,-79.001114,3.0,2.0,680000,1989.0,SOLD,SINGLE_FAMILY,2440.0,15159.0,995.0,843500.0,4018.0,680000.0,,,0.0,1.22
49995441,403 Lancaster Dr,Chapel Hill,35.919556,-79.00053,4.0,3.0,877600,1989.0,OTHER,SINGLE_FAMILY,2740.0,16553.0,2307.0,877600.0,4241.0,570000.0,2016-12-01,605606.0,6.0,1.22
49995443,407 Lancaster Dr,Chapel Hill,35.919567,-78.999916,3.0,2.0,768700,1993.0,OTHER,SINGLE_FAMILY,2554.0,17554.0,1245.0,768700.0,3701.0,522000.0,2019-10-29,578194.0,6.0,1.22
49995444,409 Lancaster Dr,Chapel Hill,35.919575,-78.99966,4.0,2.5,789400,1995.0,OTHER,SINGLE_FAMILY,2449.0,20908.0,3811.0,789400.0,3793.0,450000.0,2012-10-19,542608.0,6.0,1.22
49995445,400 Lancaster Dr,Chapel Hill,35.91888,-78.99989,3.0,3.0,661000,1995.0,SOLD,SINGLE_FAMILY,2634.0,15245.0,670.0,772300.0,3715.0,661000.0,2021-05-26,532354.0,60.0,1.22
49995446,103 Helmsdale Dr,Chapel Hill,35.91867,-78.99987,3.0,2.0,648500,1988.0,OTHER,SINGLE_FAMILY,1946.0,16117.0,8254.0,648500.0,3066.0,304500.0,,,0.0,1.22
49995447,105 Helmsdale Dr,Chapel Hill,35.918453,-78.99987,2.0,2.0,698000,1989.0,OTHER,SINGLE_FAMILY,2146.0,14983.0,1253.0,698000.0,3361.0,490000.0,,,0.0,1.22
49995448,107 Helmsdale Dr,Chapel Hill,35.918247,-78.99986,4.0,2.0,703700,1991.0,OTHER,SINGLE_FAMILY,1930.0,14983.0,2152.0,703700.0,3389.0,482000.0,,,0.0,1.22
49995450,101 Dundalk Dr,Chapel Hill,35.917835,-78.999855,3.0,2.0,619900,1989.0,OTHER,SINGLE_FAMILY,1726.0,15028.0,4621.0,619900.0,2963.0,320000.0,,,0.0,1.22
49995451,201 Helmsdale Dr,Chapel Hill,35.917492,-78.999855,4.0,4.0,812700,1995.0,OTHER,SINGLE_FAMILY,2730.0,15028.0,3576.0,812700.0,3852.0,480000.0,,,0.0,1.22
49995452,203 Helmsdale Dr,Chapel Hill,35.917286,-78.99985,3.0,2.0,689600,1989.0,OTHER,SINGLE_FAMILY,2421.0,15525.0,6494.0,689600.0,3262.0,410000.0,,,0.0,1.22
49995453,205 Helmsdale Dr,Chapel Hill,35.91708,-78.99985,3.0,2.0,700000,1989.0,OTHER,SINGLE_FAMILY,2092.0,14983.0,6689.0,700000.0,3322.0,400000.0,,,0.0,1.22
49995454,207 Helmsdale Dr,Chapel Hill,35.916866,-78.99985,3.0,3.0,650000,1997.0,SOLD,SINGLE_FAMILY,2897.0,15768.0,934.0,812000.0,3918.0,650000.0,2020-09-04,531963.0,60.0,1.22
49995455,302 Lancaster Dr,Chapel Hill,35.918858,-79.00175,4.0,3.5,969500,1989.0,OTHER,SINGLE_FAMILY,3700.0,16073.0,5036.0,969500.0,4704.0,605000.0,2009-06-12,645970.0,6.0,1.22
49995456,304 Lancaster Dr,Chapel Hill,35.91891,-79.00149,3.0,2.0,850000,1989.0,RECENTLY_SOLD,SINGLE_FAMILY,2909.0,17424.0,201.0,832300.0,4002.0,850000.0,2022-09-07,550329.0,100.0,1.22
49995457,304 Helmsdale Dr,Chapel Hill,35.91618,-79.00074,3.0,3.0,758700,1999.0,OTHER,SINGLE_FAMILY,2700.0,16857.0,8347.0,758700.0,3633.0,363000.0,2000-05-19,575476.0,6.0,1.22
49995459,308 Lancaster Dr,Chapel Hill,35.919025,-79.00075,3.0,2.0,742600,1994.0,OTHER,SINGLE_FAMILY,2080.0,19166.0,1264.0,742600.0,3576.0,535000.0,2019-10-10,546933.0,6.0,1.22
49995460,102 Helmsdale Dr,Chapel Hill,35.91879,-79.00072,3.0,2.0,610000,1990.0,SOLD,SINGLE_FAMILY,2276.0,14984.0,703.0,756000.0,3814.0,610000.0,,,0.0,1.22
49995461,104 Helmsdale Dr,Chapel Hill,35.918583,-79.000725,3.0,2.5,645700,1988.0,OTHER,SINGLE_FAMILY,1922.0,15681.0,7118.0,645700.0,3134.0,330000.0,,,0.0,1.22
49995462,106 Helmsdale Dr,Chapel Hill,35.918377,-79.00074,3.0,3.0,760100,1994.0,OTHER,SINGLE_FAMILY,2254.0,16552.0,3188.0,760100.0,3640.0,476000.0,2014-06-30,522930.0,60.0,1.22
